Heat Load (W),Heat Flux (W/cmÂ²),Heat Pipe Length,Heat Pipe Diameter,Heat Pipe Width,Heat Pipe Thickness,Evaporator Length,Condenser Length,Adiabatic Length,Working Fluid,Heat Pipe Material,Wick Structure,Wick Material,Fill Ratio,Orientation,Cooling Method,Air Velocity,Ambient Temperature,Maximum Temperature,Average Temperature,Thermal Resistance,Effective Thermal Conductivity,Pressure Drop,Efficiency
30.7,4.52,155.1,6,21.7,1.3,36,51.3,67.8,Water,Aluminum,Grooved,Aluminum,67.2,Horizontal,Natural Convection,0,22.9,23.9,23.5,0.0319,356623,83371852,96.8
177.3,32.66,114.7,8,16.2,3.1,21.6,45.7,47.4,Water,Aluminum,Grooved,Aluminum,35.6,Horizontal,Natural Convection,0,31.8,37.3,34.4,0.0313,130090,135111986,
34,1.43,325.8,8,,,94.8,134.4,96.6,Ammonia,Aluminum,Grooved,Aluminum,63.9,Horizontal,Forced Convection,1.8,24.2,24.4,24.3,0.0067,1487194,,
13.3,0.65,298.5,10,37.4,2.1,65.2,125.1,108.2,Acetone,Copper,Grooved,Copper,68.1,Vertical (Bottom Heat),Forced Convection,1.6,30,30,30,0.0037,1412659,,
76.4,9.13,234.4,6,,,44.4,84.8,105.2,Water,Copper,Grooved,Copper,44.8,Horizontal,Natural Convection,0,43.3,44.3,43.8,0.0137,1133243,,
51.5,7.78,163.9,6,8.6,3.3,35.1,73.6,55.2,Water,Aluminum,Grooved,Aluminum,38.8,Horizontal,Natural Convection,0,42.9,44.3,43.5,0.0267,341801,88697422.8,
23.3,1.63,205.6,8,22.8,2.2,57,72.8,75.8,Ammonia,Copper,Grooved,Copper,54.2,Horizontal,Forced Convection,1.2,28.2,28.4,28.3,0.0066,1007498,39824122.3,95.3
21.9,2.58,160.1,6,,,45.1,62.2,52.8,Water,Copper,Grooved,Copper,63.1,Vertical (Bottom Heat),Forced Convection,1.3,41.3,41.6,41.5,0.0117,721635,,97.6
116.2,18.1,173.7,4,,,51.1,59.2,63.4,Water,Aluminum,Grooved,Aluminum,34.8,Horizontal,Natural Convection,0,40.2,45.4,43.2,0.0451,613112,,
47,2.23,330.4,8,,,83.8,107.2,139.4,Water,Aluminum,Grooved,Aluminum,62.4,Horizontal,Forced Convection,2.3,25.6,26,25.8,0.0076,1462627,,
68.4,3.66,334,8,23.9,2.1,74.3,152.9,106.8,Water,Aluminum,Grooved,Aluminum,61.8,Vertical (Bottom Heat),Natural Convection,0,42.1,42.7,42.4,0.0089,1216831,156016249.1,95.5
66.9,5.25,269.6,8,20.1,2.5,50.7,123.6,95.3,Water,Copper,Grooved,Copper,69.9,Horizontal,Forced Convection,3.1,41.2,41.6,41.3,0.0057,1162320,,
165.7,12.33,263.3,6,9.4,3,71.3,111.5,80.5,Water,Copper,Grooved,Copper,38.3,Vertical (Bottom Heat),Forced Convection,3.7,38.8,40,39.3,0.0073,1842359,,
60.1,4.62,140.1,10,,,41.4,56.6,42.1,Acetone,Copper,Grooved,Copper,51.3,Horizontal,Natural Convection,0,34.3,34.8,34.6,0.0086,401849,,
156.2,7.32,321.6,10,,,67.9,141.1,112.6,Water,Aluminum,Grooved,Aluminum,47.6,Vertical (Bottom Heat),Natural Convection,0,29.4,30.5,29.9,0.0072,929408,,
83.8,12.97,339.2,4,,,51.4,106.5,181.3,Water,Copper,Grooved,Copper,58.2,Vertical (Bottom Heat),Natural Convection,0,35.9,37.6,36.7,0.0203,2289323,,
115,49.2,97.4,4,,,18.6,31.3,47.5,Water,Aluminum,Grooved,Aluminum,40,Horizontal,Forced Convection,2.1,25,34.3,28.2,0.0812,136380,289318359.4,
26,1.18,273.7,10,60.4,1.3,70.2,131.1,72.4,Acetone,Aluminum,Grooved,Aluminum,67.8,Vertical (Bottom Heat),Forced Convection,1.2,24.7,24.9,24.8,0.0058,765103,,97.3
66.3,2.75,305.6,10,49.1,1.6,76.7,132.7,96.2,Water,Aluminum,Grooved,Aluminum,66.8,Vertical (Bottom Heat),Natural Convection,0,28.9,29.4,29.2,0.0069,971483,,
167.9,25.6,285.3,4,,,52.2,132.9,100.2,Water,Aluminum,Grooved,Aluminum,44.3,Horizontal,Natural Convection,0,36.9,42.2,39,0.0315,1018327,,
80.6,6.07,311.1,6,,,70.4,133.1,107.6,Water,Aluminum,Grooved,Aluminum,65.8,Vertical (Bottom Heat),Forced Convection,2.9,34.5,35.4,34.8,0.0116,1310071,,
13.8,2.65,170.2,6,,,27.6,73.6,69,Acetone,Copper,Grooved,Copper,30.7,Vertical (Bottom Heat),Forced Convection,2.7,22.4,22.6,22.4,0.0153,495869,75567455.9,97.7
158.8,18.08,266.3,4,,,69.9,91.4,105,Water,Copper,Grooved,Copper,58.7,Horizontal,Forced Convection,2.5,20.2,22.5,21.2,0.0143,2220866,,
114.1,10.34,194.2,8,,,43.9,83.3,67,Water,Copper,Grooved,Copper,60.7,Vertical (Bottom Heat),Natural Convection,0,28.3,29.3,28.8,0.0091,720406,,
23,3.99,183.2,6,,,30.6,90.1,62.5,Ammonia,Copper,Grooved,Copper,37.6,Vertical (Bottom Heat),Natural Convection,0,24.7,25.1,24.9,0.0164,564939,50834006.4,94.8
95.3,3.15,335,10,21.8,3.6,96.4,105.2,133.4,Acetone,Copper,Grooved,Copper,63.4,Vertical (Bottom Heat),Forced Convection,1.9,35,35.3,35.1,0.0033,2405507,,
36.4,4.26,328.1,4,,,68,162.6,97.5,Water,Copper,Grooved,Copper,52.7,Vertical (Bottom Heat),Forced Convection,2.2,24.7,25.2,24.9,0.0124,2476401,,
83.3,5.54,308.6,10,21.2,3.7,47.9,100.4,160.3,Acetone,Copper,Grooved,Copper,65.6,Vertical (Bottom Heat),Natural Convection,0,34.8,35.3,35,0.0062,1196544,,
135,22.1,170.5,6,,,32.4,54.4,83.7,Methanol,Aluminum,Grooved,Aluminum,46.5,Vertical (Bottom Heat),Forced Convection,2.2,38.3,41.7,39.5,0.0249,365694,,
148,12.29,238.8,6,,,63.9,75,99.9,Water,Copper,Grooved,Copper,47.5,Horizontal,Natural Convection,0,27.1,28.7,28,0.0111,1626615,,
160.7,10.87,217.4,8,,,58.8,66.2,92.4,Water,Aluminum,Grooved,Aluminum,37.3,Vertical (Bottom Heat),Forced Convection,1.8,34.5,36.3,35.3,0.0114,676809,,
7.6,2.96,114,4,,,20.4,38.3,55.3,Water,Copper,Grooved,Copper,46.3,Horizontal,Forced Convection,3.2,21.4,21.7,21.5,0.0448,295524,33444641.6,
120.5,46.32,108.6,4,,,20.7,52.1,35.8,Water,Aluminum,Grooved,Aluminum,44.9,Vertical (Bottom Heat),Forced Convection,2.2,29.7,37.5,31.8,0.0649,151256,274012614.6,
85.1,6.28,266.6,8,15.2,3.3,53.9,99,113.7,Water,Aluminum,Grooved,Aluminum,32.1,Horizontal,Natural Convection,0,36.4,37.5,36.9,0.0131,761572,,96.7
67.1,4.39,308.3,6,,,81.1,135.4,91.8,Water,Aluminum,Grooved,Aluminum,66,Horizontal,Natural Convection,0,21.6,22.4,22,0.0124,1442085,299600448.2,
52.7,11.23,145.4,6,16.6,1.7,24.9,66.6,53.9,Water,Aluminum,Grooved,Aluminum,62.4,Vertical (Bottom Heat),Forced Convection,1.7,35.3,36.8,35.7,0.0285,220557,,
142.2,36.5,87.4,8,12.6,4,15.5,30.5,41.4,Water,Aluminum,Grooved,Aluminum,32.8,Anti-Gravity (Top Heat),Forced Convection,2.8,42.6,47.4,44.1,0.0338,74176,,
52.8,4.42,156.9,10,78.5,1,38,58.5,60.4,Acetone,Aluminum,Grooved,Aluminum,43.9,Vertical (Bottom Heat),Forced Convection,1.4,32.1,32.7,32.3,0.0122,260029,129007224.7,
99.8,12.11,260.4,4,,,65.6,81.5,113.3,Water,Aluminum,Grooved,Aluminum,49.3,Horizontal,Forced Convection,2.5,23.7,26.4,24.9,0.0267,1240486,,
133.2,6.85,277.2,8,,,77.4,92.7,107.1,Water,Aluminum,Grooved,Aluminum,44.8,Horizontal,Natural Convection,0,42.3,43.7,43.1,0.0108,1105154,226882590.4,
62.5,10.07,86.5,8,21.9,2.3,24.7,28.1,33.7,Water,Aluminum,Grooved,Aluminum,57.9,Anti-Gravity (Top Heat),Natural Convection,0,41.8,43.9,43,0.033,110306,,94.7
67.5,3.41,213,10,49.1,1.6,63,67.6,82.4,Water,Aluminum,Grooved,Aluminum,34.5,Horizontal,Natural Convection,0,44.6,45.3,45,0.0103,586678,,
29,3.45,166.1,8,,,33.4,71.3,61.4,Water,Aluminum,Grooved,Aluminum,56.2,Horizontal,Natural Convection,0,40.7,41.3,41,0.0192,282305,38656661.2,
94.3,6.15,213.7,8,14,3.6,61,77.3,75.4,Water,Aluminum,Grooved,Aluminum,68.5,Horizontal,Natural Convection,0,22.9,24.1,23.5,0.0132,655178,185159668.3,
102.3,13.92,143.3,10,52.4,1.5,23.4,47.7,72.2,Water,Aluminum,Grooved,Aluminum,62.1,Vertical (Bottom Heat),Forced Convection,1.7,30.7,32.5,31.3,0.0174,158965,,
29.6,3.04,191.9,10,,,31,75.5,85.4,Acetone,Copper,Grooved,Copper,64.3,Horizontal,Forced Convection,1.8,22.4,22.6,22.4,0.0071,457961,,
30.4,1.85,230.7,8,15.7,3.2,65.4,102.1,63.2,Ammonia,Aluminum,Grooved,Aluminum,66.6,Horizontal,Forced Convection,2.9,33.9,34.2,34,0.009,713837,,
115.5,15.79,109.3,8,,,29.1,37.5,42.7,Water,Aluminum,Grooved,Aluminum,37.4,Vertical (Bottom Heat),Natural Convection,0,32.9,36.2,34.8,0.0283,164336,,
164.1,25.31,213.6,4,6.3,2,51.6,93,69,Water,Copper,Grooved,Copper,52.2,Horizontal,Forced Convection,1.1,21.7,24.6,22.8,0.0178,1247796,,
19.2,1.54,160.8,10,65.4,1.2,39.7,80.2,40.9,Acetone,Aluminum,Grooved,Aluminum,57.9,Vertical (Bottom Heat),Forced Convection,1.4,20.4,20.6,20.5,0.0104,252162,,
47.2,6.68,143.2,10,23.8,3.3,22.5,55.7,65,Acetone,Aluminum,Grooved,Aluminum,61.5,Vertical (Bottom Heat),Natural Convection,0,21.8,22.8,22.2,0.0209,147518,,
58.1,3.58,290.9,6,,,86,132.5,72.4,Water,Aluminum,Grooved,Aluminum,67.2,Vertical (Bottom Heat),Natural Convection,0,44.5,45.2,44.8,0.0125,1388644,,
5.3,0.46,247.2,8,17.3,2.9,45.4,102.3,99.5,Acetone,Aluminum,Grooved,Aluminum,46.8,Vertical (Bottom Heat),Natural Convection,0,25.3,25.4,25.4,0.0138,584178,28361262.6,
174,33.45,96,6,25.7,1.1,27.6,40.8,27.6,Water,Copper,Grooved,Copper,35.4,Horizontal,Forced Convection,3.7,25.2,28.5,26.6,0.019,256388,,
51,5.64,164.1,6,25.7,1.1,48,72.7,43.4,Water,Copper,Grooved,Copper,40.6,Horizontal,Natural Convection,0,43.7,44.4,44.1,0.0134,748565,82190588.7,
117.3,7.6,331.4,8,14,3.6,61.4,148.3,121.7,Water,Aluminum,Grooved,Aluminum,60.1,Vertical (Bottom Heat),Forced Convection,2.6,37.4,38.4,37.7,0.0084,1033630,263552858.9,
34.4,5,96.9,8,,,27.4,31.4,38.1,Water,Copper,Grooved,Copper,52.7,Horizontal,Natural Convection,0,44.6,45.2,44.9,0.0177,232395,25089887.7,95.1
159.4,14.61,213.4,6,28.3,1,57.9,76.6,78.9,Water,Aluminum,Grooved,Aluminum,62.9,Horizontal,Natural Convection,0,38.4,41.5,40.1,0.0196,752220,,94.5
171.6,35.56,144.5,4,5.5,2.3,38.4,48.7,57.4,Water,Aluminum,Grooved,Aluminum,62.3,Vertical (Bottom Heat),Natural Convection,0,37.2,47,42.6,0.0574,392339,428544534.4,
103.7,13.55,281,4,,,60.9,116.4,103.7,Water,Aluminum,Grooved,Aluminum,51.6,Horizontal,Forced Convection,2.4,38.4,40.8,39.1,0.0236,1185557,566876510.7,
107,12.98,165.9,8,14.8,3.4,32.8,66.1,67,Water,Aluminum,Grooved,Aluminum,48.1,Vertical (Bottom Heat),Natural Convection,0,34.9,37,35.8,0.0199,283819,,
5.7,0.64,185.4,6,10.9,2.6,47.2,77,61.2,Water,Copper,Grooved,Copper,31.6,Vertical (Bottom Heat),Natural Convection,0,35.1,35.2,35.2,0.013,874771,,
19.3,1.17,223.9,10,23.8,3.3,52.7,100.9,70.3,Acetone,Aluminum,Grooved,Aluminum,66.3,Vertical (Bottom Heat),Forced Convection,1,37.6,37.8,37.7,0.0078,488237,,97.2
105,13.48,103.7,8,29.6,1.7,31,32.7,40,Water,Copper,Grooved,Copper,66.3,Anti-Gravity (Top Heat),Natural Convection,0,34,35.7,35,0.0166,279873,,
79.3,4.39,340.5,6,14.9,1.9,95.8,112.8,131.9,Methanol,Copper,Grooved,Copper,59.5,Vertical (Bottom Heat),Natural Convection,0,30.9,31.5,31.2,0.0076,3399342,1893483802,
21.1,1.1,263.6,10,21.8,3.6,61.1,113.5,89,Acetone,Copper,Grooved,Copper,39.7,Vertical (Bottom Heat),Natural Convection,0,20.8,20.9,20.8,0.0051,1147732,,
65.6,4.49,245.2,8,,,58.1,116.6,70.5,Water,Aluminum,Grooved,Aluminum,38.7,Vertical (Bottom Heat),Forced Convection,1.2,36.8,37.4,37,0.0092,681465,,95.6
34.3,2.4,195.3,8,33.5,1.5,56.8,73.8,64.7,Methanol,Copper,Grooved,Copper,62.4,Horizontal,Natural Convection,0,43.4,43.7,43.6,0.0085,927287,,
130.2,14.04,204.1,6,11.3,2.5,49.2,74.3,80.6,Methanol,Aluminum,Grooved,Aluminum,49,Vertical (Bottom Heat),Natural Convection,0,33.5,36.5,35.1,0.0227,621944,,
92.4,6.38,261.3,10,,,46.1,121,94.2,Water,Aluminum,Grooved,Aluminum,37.2,Vertical (Bottom Heat),Forced Convection,1.9,40.2,40.9,40.4,0.0079,516641,,97.1
112,7.85,204.1,8,38.7,1.3,56.8,70,77.3,Water,Copper,Grooved,Copper,49.9,Horizontal,Forced Convection,3.9,42.8,43.6,43.2,0.0067,1004205,,
157.4,18.09,140.2,10,22.4,3.5,27.7,55.4,57.1,Water,Aluminum,Grooved,Aluminum,45.2,Horizontal,Forced Convection,1.1,32.6,34.9,33.4,0.0149,172289,114213255.8,96.8
15.8,1.61,197.6,10,,,31.3,69.5,96.8,Water,Copper,Grooved,Copper,36.5,Horizontal,Natural Convection,0,25.4,25.6,25.5,0.0096,491197,,
33.2,1.21,301.5,10,,,87,101,113.5,Water,Aluminum,Grooved,Aluminum,54.3,Vertical (Bottom Heat),Forced Convection,1.7,24,24.2,24.1,0.006,1138114,,
103.3,14.05,248.5,6,16.6,1.7,39,104.1,105.4,Water,Aluminum,Grooved,Aluminum,46.7,Horizontal,Natural Convection,0,29.7,32,30.6,0.022,613427,315396765.3,
132.8,6.82,270.7,8,29.6,1.7,77.5,116.6,76.6,Methanol,Copper,Grooved,Copper,57,Vertical (Bottom Heat),Natural Convection,0,24,24.7,24.3,0.0055,1690050,,
108.7,8.2,187.9,10,,,42.2,86.5,59.2,Methanol,Copper,Grooved,Copper,47.7,Vertical (Bottom Heat),Natural Convection,0,23.9,24.7,24.3,0.0072,555553,,
41.7,2.07,274.1,10,41.3,1.9,64.2,84.6,125.3,Water,Copper,Grooved,Copper,34.6,Vertical (Bottom Heat),Natural Convection,0,38.6,38.8,38.7,0.0054,1366875,,95.4
69.2,19.81,82,8,,,13.9,26.1,42,Methanol,Copper,Grooved,Copper,53.9,Horizontal,Natural Convection,0,30.8,32.8,31.7,0.0284,108226,,
53.1,2.91,263.4,8,41.9,1.2,72.7,83.5,107.2,Ammonia,Aluminum,Grooved,Aluminum,45.1,Horizontal,Forced Convection,2.6,25.4,25.9,25.6,0.009,1000620,119357963.7,97.1
75.2,3.48,343.3,8,,,85.9,109.1,148.3,Water,Copper,Grooved,Copper,56.4,Vertical (Bottom Heat),Forced Convection,3.1,44.3,44.6,44.4,0.0043,2653090,,95.5
54.9,10.92,186,4,5.2,2.4,40,79.3,66.7,Water,Aluminum,Grooved,Aluminum,59.2,Horizontal,Natural Convection,0,30.2,32.7,31.4,0.0455,511481,,
6.1,0.39,289.2,6,9.1,3.1,82.6,110,96.6,Ammonia,Aluminum,Grooved,Aluminum,53.3,Horizontal,Natural Convection,0,40.6,40.7,40.7,0.0143,1415747,,
159,8.64,334.4,8,12.9,3.9,73.2,106.7,154.5,Methanol,Copper,Grooved,Copper,64,Vertical (Bottom Heat),Forced Convection,1.7,44.2,45,44.5,0.0048,2247095,2442865378,
96.2,12.07,147.8,6,,,42.3,58,47.5,Water,Copper,Grooved,Copper,67.7,Horizontal,Natural Convection,0,24.9,26.4,25.7,0.0157,620875,,
121.5,16.89,127.4,10,39.3,2,22.9,51.6,52.9,Acetone,Copper,Grooved,Copper,53.9,Vertical (Bottom Heat),Natural Convection,0,32.2,33.8,32.9,0.0131,219960,240444866.8,94.5
5.6,1.14,335.6,3,,,52.2,112.7,170.7,Water,Aluminum,Grooved,Aluminum,38.8,Horizontal,Natural Convection,0,26,26.4,26.2,0.0651,1125816,,
13.7,3,118.9,8,45.7,1.1,18.2,54.3,46.4,Water,Copper,Grooved,Copper,33.6,Anti-Gravity (Top Heat),Natural Convection,0,31.5,31.8,31.6,0.0187,189006,16474759.9,
116.8,17.54,86.3,10,28,2.8,21.2,27.3,37.8,Acetone,Copper,Grooved,Copper,37.3,Vertical (Bottom Heat),Natural Convection,0,24.7,26.7,25.8,0.0169,140159,,96.2
141.6,17.39,129.4,8,23.9,2.1,32.4,56.6,40.4,Water,Aluminum,Grooved,Aluminum,47,Vertical (Bottom Heat),Natural Convection,0,40.5,43.5,41.9,0.0211,204406,,
97.4,8.5,192.9,8,20.9,2.4,45.6,74.5,72.8,Water,Aluminum,Grooved,Aluminum,52.1,Horizontal,Forced Convection,3,20.3,21.5,20.7,0.0124,450127,,94.5
21.9,3.94,249.2,4,,,44.2,75.9,129.1,Water,Aluminum,Grooved,Aluminum,68.5,Horizontal,Forced Convection,2.7,25.3,26.1,25.6,0.0359,846080,188273492.1,
40.4,2.54,345.1,8,14,3.6,63.4,134.4,147.3,Water,Copper,Grooved,Copper,50.4,Horizontal,Forced Convection,3.5,39.5,39.7,39.6,0.005,1961315,,
141.9,27.28,115.5,8,21.9,2.3,20.7,53.3,41.5,Methanol,Aluminum,Grooved,Aluminum,47.2,Vertical (Bottom Heat),Forced Convection,1.8,38.2,41.5,39,0.0234,120626,,
13.5,1.9,158.2,6,10.1,2.8,37.7,54.2,66.3,Water,Copper,Grooved,Copper,35.8,Vertical (Bottom Heat),Forced Convection,3.5,24.1,24.3,24.2,0.0143,636078,38055567.9,96.7
47.8,10.93,145.2,6,,,23.2,57.5,64.5,Water,Copper,Grooved,Copper,62.6,Horizontal,Forced Convection,3.1,21.4,22.3,21.7,0.0189,365629,,
17.5,3.4,136.6,6,,,27.3,52.4,56.9,Methanol,Aluminum,Grooved,Aluminum,46.6,Vertical (Bottom Heat),Forced Convection,2.5,41.9,42.4,42.1,0.03,234555,,
118.3,9.67,277,6,,,64.9,85.9,126.2,Water,Copper,Grooved,Copper,58.3,Vertical (Bottom Heat),Natural Convection,0,22.1,23.3,22.7,0.01,1966651,453469600.6,97.9
123,24.59,119,8,,,19.9,53.7,45.4,Methanol,Aluminum,Grooved,Aluminum,48,Vertical (Bottom Heat),Forced Convection,1.3,28,30.9,28.7,0.0237,121431,,
15.4,1.33,330,6,,,61.5,162.2,106.3,Water,Copper,Grooved,Copper,32.2,Horizontal,Forced Convection,3,40.5,40.6,40.5,0.0071,2016622,,
43,2.48,295.3,8,,,69.1,116.5,109.7,Methanol,Aluminum,Grooved,Aluminum,50.3,Vertical (Bottom Heat),Natural Convection,0,21.6,22.1,21.9,0.0105,1038749,,
57.4,8.99,111.2,8,,,25.4,36.1,49.7,Methanol,Copper,Grooved,Copper,49.1,Vertical (Bottom Heat),Forced Convection,2.9,28.3,29.1,28.6,0.0144,256616,,
124.5,14.97,126.9,8,,,33.1,48.6,45.2,Acetone,Aluminum,Grooved,Aluminum,46,Vertical (Bottom Heat),Natural Convection,0,33.5,36.4,35.1,0.0235,211416,,
23.6,5.87,88.5,8,,,16,35.9,36.6,Water,Aluminum,Grooved,Aluminum,48.2,Anti-Gravity (Top Heat),Natural Convection,0,34.8,35.8,35.3,0.0406,74364,19560837.2,95
55.6,3.45,292.4,6,8.1,3.5,85.6,122.1,84.7,Ammonia,Copper,Grooved,Copper,39,Vertical (Bottom Heat),Forced Convection,2.7,24.7,25,24.8,0.0062,2425497,187776958.7,
94.2,18.93,109.9,8,21.9,2.3,19.8,34.3,55.8,Water,Copper,Grooved,Copper,47.2,Vertical (Bottom Heat),Natural Convection,0,39.6,41.5,40.5,0.0202,206126,,95.9
24.1,1.54,327,8,26.5,1.9,62.1,138.8,126.1,Acetone,Copper,Grooved,Copper,46,Horizontal,Natural Convection,0,31.4,31.5,31.4,0.006,1766666,,94.6
82.8,23.96,97.3,4,,,27.5,43.2,26.6,Water,Copper,Grooved,Copper,37.1,Vertical (Bottom Heat),Forced Convection,3.8,30.7,33.6,31.9,0.035,291557,175334947,95.5
17.8,1.95,205,6,,,48.4,76.6,80,Ammonia,Aluminum,Grooved,Aluminum,65.8,Vertical (Bottom Heat),Forced Convection,1.1,32.8,33.1,32.9,0.0169,612834,,94.7
7.6,0.88,240.7,6,,,46,102.7,92,Ammonia,Aluminum,Grooved,Aluminum,67.1,Vertical (Bottom Heat),Forced Convection,3,35.6,35.7,35.6,0.0158,679925,,95.9
12.3,2.38,113.2,6,11.8,2.4,27.4,52.7,33.1,Ammonia,Aluminum,Grooved,Aluminum,40,Vertical (Bottom Heat),Natural Convection,0,21.2,21.6,21.4,0.0362,178101,,98
79.4,5.73,266.7,10,22.4,3.5,44.1,89.3,133.3,Acetone,Copper,Grooved,Copper,57.5,Vertical (Bottom Heat),Forced Convection,2,25.3,25.7,25.4,0.0054,939752,,97.8
162.7,10.64,348.2,6,7.2,3.9,81.1,131.4,135.7,Water,Copper,Grooved,Copper,63.4,Vertical (Bottom Heat),Forced Convection,2.8,37.9,38.9,38.3,0.0062,2949540,,94.6
36.5,4.7,125.2,8,12.9,3.9,30.9,39.9,54.4,Acetone,Copper,Grooved,Copper,39,Vertical (Bottom Heat),Forced Convection,2.1,42.1,42.5,42.3,0.0117,348443,,
165.7,10.49,280.4,10,20.7,3.8,50.3,102.8,127.3,Water,Aluminum,Grooved,Aluminum,50.3,Vertical (Bottom Heat),Forced Convection,2.8,42.4,43.8,42.9,0.0082,646506,,
68.2,12.98,97.2,8,33.5,1.5,20.9,48.2,28.1,Water,Copper,Grooved,Copper,41.7,Anti-Gravity (Top Heat),Natural Convection,0,28.9,30.2,29.5,0.0186,164525,,
24.3,3.01,91.5,10,22.4,3.5,25.7,40.1,25.7,Water,Aluminum,Grooved,Aluminum,33.4,Vertical (Bottom Heat),Natural Convection,0,22.3,22.8,22.5,0.0219,94946,,
80.8,16.81,82.9,10,,,15.3,36.2,31.4,Water,Aluminum,Grooved,Aluminum,37.3,Anti-Gravity (Top Heat),Natural Convection,0,26.4,29,27.6,0.0322,55127,,
14,1.32,212.7,8,,,42.2,72.7,97.8,Acetone,Copper,Grooved,Copper,63.5,Vertical (Bottom Heat),Natural Convection,0,41.2,41.3,41.2,0.0099,822700,,96
108.3,13.26,114.9,10,,,26,46.4,42.5,Water,Copper,Grooved,Copper,36.6,Vertical (Bottom Heat),Forced Convection,2.6,43.8,44.8,44.1,0.0096,218160,,
177.5,59.1,90.8,4,,,23.9,33,33.9,Water,Aluminum,Grooved,Aluminum,39.4,Anti-Gravity (Top Heat),Natural Convection,0,35.2,51.1,43.8,0.0894,150819,,
116.9,11.04,297.8,6,9.7,2.9,56.2,112.7,128.9,Water,Copper,Grooved,Copper,38.8,Horizontal,Forced Convection,1.3,21.9,22.9,22.3,0.0082,1802274,477875816.3,
5.2,1.46,136.3,4,,,28.3,59,49,Water,Copper,Grooved,Copper,51.9,Vertical (Bottom Heat),Forced Convection,3.4,22.8,23,22.9,0.0311,448712,,
60.5,3.46,314.6,6,,,92.8,156.4,65.4,Methanol,Copper,Grooved,Copper,64.1,Vertical (Bottom Heat),Forced Convection,2.1,38.4,38.7,38.5,0.0054,2648808,,
15,4.75,117.2,3,,,33.5,48.7,35,Water,Aluminum,Grooved,Aluminum,35.5,Vertical (Bottom Heat),Forced Convection,3,40.3,41.8,40.9,0.1006,217204,,
71.7,4.16,298.6,8,19.3,2.6,68.5,112.2,117.9,Water,Aluminum,Grooved,Aluminum,45.2,Horizontal,Forced Convection,1.6,25.4,26,25.6,0.0082,1059952,,95.6
16.1,1.53,229.7,6,,,55.7,97.3,76.7,Ammonia,Copper,Grooved,Copper,52.4,Horizontal,Forced Convection,1.6,26.8,26.9,26.8,0.0087,1282383,44329824.4,
114.2,16.88,121.3,6,11.3,2.5,35.9,54.6,30.8,Water,Copper,Grooved,Copper,40.5,Anti-Gravity (Top Heat),Natural Convection,0,33.4,35.4,34.4,0.0176,410387,,
14.7,1.05,158.1,10,71.4,1.1,44.5,65.7,47.9,Water,Copper,Grooved,Copper,68.3,Horizontal,Natural Convection,0,35.1,35.2,35.1,0.0079,488661,,
26,1.87,197.4,8,12.6,4,55.3,72,70.1,Water,Copper,Grooved,Copper,67,Horizontal,Forced Convection,3.1,42.1,42.3,42.2,0.0068,929371,,
47,4.44,275.6,6,12.3,2.3,56.1,102.7,116.8,Water,Copper,Grooved,Copper,43,Vertical (Bottom Heat),Natural Convection,0,27.2,27.7,27.4,0.0109,1654436,,96
86.1,12.63,132.9,10,,,21.7,49.1,62.1,Water,Aluminum,Grooved,Aluminum,68.1,Horizontal,Forced Convection,1.3,43.5,45.1,44,0.0182,133397,61548881.3,
61.3,2.44,331,10,25.3,3.1,79.9,112.1,139,Acetone,Copper,Grooved,Copper,36.7,Vertical (Bottom Heat),Forced Convection,1.3,32.5,32.7,32.6,0.0036,2000592,,
30.7,1.83,200.9,10,,,53.4,75.7,71.8,Ammonia,Copper,Grooved,Copper,30.5,Horizontal,Forced Convection,3,32.9,33.1,33,0.005,776092,,
37.6,3,227.4,6,13.5,2.1,66.5,86.4,74.5,Water,Aluminum,Grooved,Aluminum,62.6,Vertical (Bottom Heat),Forced Convection,3.7,23.2,23.7,23.4,0.0138,892242,,
149.2,11.01,246.9,6,11.8,2.4,71.9,117.8,57.2,Methanol,Aluminum,Grooved,Aluminum,53.1,Vertical (Bottom Heat),Natural Convection,0,39.7,41.9,40.8,0.0146,970828,,
122.7,42.83,80.9,6,25.7,1.1,15.2,28.9,36.8,Water,Copper,Grooved,Copper,46.8,Anti-Gravity (Top Heat),Natural Convection,0,25.8,30.7,28.2,0.0401,134458,,
57.7,6.31,137.7,8,15.7,3.2,36.4,47.1,54.2,Water,Copper,Grooved,Copper,61.8,Horizontal,Forced Convection,3.3,42,42.6,42.3,0.0101,438854,,
173.8,43.77,90.5,8,27.9,1.8,15.8,37,37.7,Water,Aluminum,Grooved,Aluminum,66.7,Vertical (Bottom Heat),Natural Convection,0,26.6,33.5,29.6,0.0396,75257,,
96.6,18.77,118.4,6,,,27.3,48.6,42.5,Water,Aluminum,Grooved,Aluminum,57.1,Anti-Gravity (Top Heat),Natural Convection,0,23.6,27.1,25.3,0.0364,195222,,
72.5,11.83,97.5,10,28,2.8,19.5,47.2,30.8,Methanol,Copper,Grooved,Copper,60.5,Vertical (Bottom Heat),Forced Convection,1.2,28.4,29.2,28.6,0.0117,133291,,96.2
15.8,1.71,348,4,,,73.6,133.5,140.9,Ammonia,Aluminum,Grooved,Aluminum,47.2,Horizontal,Natural Convection,0,29,29.4,29.2,0.0257,1820168,132262193.1,
